village,code,val_binary,comment,code.groups
Kakoi,4 4 2 3 governance strictness trend more strict,1,more strict: this could include enhanced enforcement and/or increased application of sanctions.,"4.4 operational-choice rules
4.4.2 governance strictness trend
4 governance systems (gs)"
Kakoi,4 5 collective choice rules,0,NA,4 governance systems (gs)
Kakoi,4 5 1 1 external recognition low no recognition,1,"1 low - no recognition: there is no autonomy in decision-making regarding rangeland management as the ward, division, district or or other higher authority always interfere with the village's decisions.","4.5 collective-choice rules
4.5.1 external recognition
4 governance systems (gs)"
Kakoi,4 5 1 2 external recognition moderate some recognition,0,"2 moderate - some recognition: there is some level of autonomy in decision-making regarding rangeland management as the ward, division, district or or other higher authority interfere with the village's decisions but only to some extent.","4.5 collective-choice rules
4.5.1 external recognition
4 governance systems (gs)"
Kakoi,4 5 1 3 external recognition high complete recognition,1,"3 high - complete recognition: there is autonomy in decision-making regarding rangeland management as the ward, division, district or or other higher authority never interfere with the village's decisions.","4.5 collective-choice rules
4.5.1 external recognition
4 governance systems (gs)"
Kakoi,4 5 1 4 1 external recognition decisions interfered,1,types of rangeland management decisions interred by higher authorities,"4.5 collective-choice rules
4.5.1 external recognition
4 governance systems (gs)"
Kakoi,4 5 1 4 2 external recognition decisions not interfered,0,types of rangeland management decisions not interred by higher authorities,"4.5 collective-choice rules
4.5.1 external recognition
4 governance systems (gs)"
Kakoi,4 5 2 1 flexible rights yes,1,statements indicate that rights on where to graze may change depending on distribution of resources on the landscape over time or by seasons.,"4.5 collective-choice rules
4.5.2 flexible rights
4 governance systems (gs)"
Kakoi,4 5 2 2 flexible rights no,0,statements indicate that rights on where to graze do not change depending on distribution of resources on the landscape over time or by seasons.,"4.5 collective-choice rules
4.5.2 flexible rights
4 governance systems (gs)"
Kakoi,4 5 3 1 participation in rule making low,1,"low: low participation means that members of the user group do not have any ability to participate in rule changing processes (although they may be informed of these processes, or have access to extreme ways of changing rules, such as, e.g. violent protests or acts of resistance of the type described by scott (1985)).","4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 2 participation in rule making medium,0,"medium: for example, the user group may participate in electing representatives who have some say in rule changing, but the user group itself does not participate. ","4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 participation in rule making high,1,"high: users have active engagement in decision-making processes, including, but not limited to the ability to meaningfully make changes in important rules when appropriate. ","4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 1 participation in rule making leaders,1,typpes of people who participate in rule-making: leaders,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 2 participation in rule making famous elders,1,typpes of people who participate in rule-making: famous people or village elders such as laigwanani,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 3 participation in rule making professionals,1,typpes of people who participate in rule-making: individuals with some profession,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 4 participation in rule making men,1,typpes of people who participate in rule-making: men,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 participation in rule making women,1,typpes of people who participate in rule-making: women,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 1 participation in rule making opinions leaders,0,typpes of people who participate in rule-making and provide their opinions: leaders ,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 2 participation in rule making opinions famous elders,0,typpes of people who participate in rule-making and provide their opinions: famous people or village elders such as laigwanani,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 3 participation in rule making opinions professionals,0,typpes of people who participate in rule-making and provide their opinions: individuals with some profession,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 4 participation in rule making opinions men,0,typpes of people who participate in rule-making and provide their opinions: men,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 5 5 participation in rule making opinions women,1,typpes of people who participate in rule-making and provide their opinions: women,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 6 1 participation in rule making 25 talk,1,NA,NA
Kakoi,4 5 3 3 6 2 participation in rule making 26 50 talk,0,proportion of people who talk at meetings during rule-making: 26 - 50%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 6 3 participation in rule making 51 75 talk,0,proportion of people who talk at meetings during rule-making: 51 - 75%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 6 4 participation in rule making 76 100 talk,0,proportion of people who talk at meetings during rule-making: 76 - 100%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 7 1 participation in rule making last meeting male,0,percentage of men who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 7 2 participation in rule making last meeting female,1,percentage of women who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 8 1 participation in rule making last meeting educated,1,percentage of people with some education (at least primary school) who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 8 2 participation in rule making last meeting uneducated,1,percentage of people with no education who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 9 1 participation in rule making last meeting wealthy,1,percentage of wealthy people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 9 2 participation in rule making last meeting middle,1,percentage of middle income people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 3 3 9 3 participation in rule making last meeting poor,1,percentage of poor people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Kakoi,4 5 4 1 participation in zoning low,0,low: the lead management agency informs the actor group of their decisions. none: the lead management agency does not seek input from the actor group - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Kakoi,4 5 4 2 participation in zoning medium,0,medium: the lead management agency consults the actor group during the decision-making process - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Kakoi,4 5 4 3 participation in zoning high,1,high: the actor group is in charge of managing the resource with or without the support of the lead management agency - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Kakoi,4 5 4 4 1 participation in zoning meetings held,1,number of land-use or natural resource-related meetings held over the last 12 months,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Kakoi,4 5 4 4 2 1 participation in zoning 25 women,0,statements indicate that participation of women in the last zoning/vlup process was less than 25%,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
